STATE,COUNTY,B19013_001E_2018,B01001_001E_2018,B25058_001E_2018,B19013_001E_2019,B01001_001E_2019,B25058_001E_2019,B19013_001E_2021,B01001_001E_2021,B25058_001E_2021,B19013_001E_2022,B01001_001E_2022,B25058_001E_2022
42,073,47853,86184,537,50547,85512,522,59536.0,85497.0,539.0,58908.0,84849.0,592.0
42,075,61362,141314,760,61204,141793,746,72732.0,143493.0,757.0,68467.0,144011.0,898.0
42,077,62278,368100,895,65667,369318,955,68738.0,375539.0,1024.0,72530.0,376317.0,1071.0
42,079,54433,317646,614,53972,317417,630,60020.0,326053.0,707.0,59603.0,326369.0,746.0
42,081,55045,113664,615,53881,113299,616,60494.0,113605.0,673.0,62516.0,113104.0,656.0
42,085,48847,110683,527,54543,109424,537,54067.0,109972.0,586.0,57618.0,109220.0,586.0
42,089,64170,169507,859,62413,170271,956,78575.0,169273.0,963.0,81580.0,167198.0,999.0
42,091,90122,828604,1135,92302,830915,1194,102896.0,860578.0,1295.0,106811.0,864683.0,1394.0
42,095,68591,304807,891,74328,305285,957,79578.0,313628.0,1035.0,74696.0,318526.0,1096.0
42,097,47160,91083,503,47349,90843,531,50751.0,91266.0,517.0,58987.0,90133.0,573.0
42,101,46116,1584138,857,47474,1584064,906,52899.0,1576251.0,999.0,56517.0,1567258.0,1073.0
42,107,48458,142067,535,56295,141359,552,58614.0,143264.0,568.0,64160.0,143104.0,607.0
42,111,50988,73952,430,48895,73447,443,54352.0,73627.0,468.0,48438.0,72710.0,491.0
42,125,63251,207346,631,65431,206865,641,68408.0,209470.0,633.0,70303.0,210383.0,675.0
42,129,58471,350611,596,59073,348899,585,63064.0,353057.0,608.0,71363.0,352057.0,662.0
42,133,65239,448273,739,69172,449058,762,72949.0,458696.0,853.0,80130.0,461058.0,917.0
44,003,68994,163861,970,74474,164292,967,73159.0,170715.0,975.0,85395.0,171275.0,1095.0
44,005,83822,82542,1091,81652,82082,1339,88090.0,85264.0,1330.0,93334.0,84481.0,1351.0
44,007,56461,636084,817,62994,638931,860,67368.0,658221.0,949.0,75293.0,657288.0,1065.0
44,009,89847,126179,963,90003,125577,1074,90427.0,130592.0,1101.0,100459.0,130330.0,1153.0
45,003,51932,169401,595,55634,170872,680,55138.0,170776.0,716.0,68473.0,174150.0,777.0
45,007,51699,200482,561,54322,202558,582,59037.0,206908.0,661.0,62720.0,209581.0,700.0
45,013,65607,188715,1140,74127,192122,1104,70501.0,191748.0,1205.0,83323.0,196371.0,1313.0
45,015,62994,221091,959,69398,227907,1062,75004.0,236701.0,1135.0,80185.0,245117.0,1400.0
45,019,63459,405905,1038,71531,411406,1083,72147.0,413024.0,1158.0,80401.0,419279.0,1300.0
45,031,33521,66802,476,44606,66618,511,,,,,,
45,035,66438,160647,959,68200,162809,945,70009.0,163327.0,1006.0,73791.0,166133.0,1087.0
45,041,48790,138159,585,50082,138293,588,51860.0,136504.0,679.0,49527.0,136721.0,603.0
45,045,61183,514213,796,64412,523542,797,68540.0,533834.0,927.0,71728.0,547950.0,995.0
45,047,42245,70741,564,42148,70811,569,52636.0,69241.0,601.0,47052.0,69267.0,669.0
45,051,49047,344147,772,53694,354081,869,55819.0,365579.0,881.0,61063.0,383101.0,1015.0
45,055,51467,65592,584,55198,66551,545,47995.0,66130.0,633.0,58684.0,67751.0,737.0
45,057,57224,95380,569,63924,98012,571,69796.0,100336.0,561.0,68108.0,104577.0,534.0
45,059,41452,66994,474,47218,67493,474,56624.0,67803.0,556.0,54334.0,67965.0,585.0
45,063,60154,295032,718,61631,298750,707,64800.0,300137.0,794.0,72801.0,304797.0,904.0
45,073,47132,78374,555,48204,79546,533,50393.0,79203.0,540.0,55195.0,80180.0,557.0
45,075,36536,86934,458,37701,86175,491,34685.0,82962.0,515.0,40016.0,83094.0,534.0
45,077,47148,124937,591,52190,126884,610,48489.0,132229.0,708.0,53022.0,133462.0,725.0
45,079,52159,414576,786,52293,415759,801,56439.0,418307.0,847.0,60442.0,421566.0,946.0
45,083,53581,313888,599,55339,319785,664,60472.0,335864.0,728.0,57755.0,345831.0,785.0
45,085,45994,106512,569,51025,106721,612,46003.0,104758.0,628.0,57775.0,104012.0,932.0
45,091,64319,274118,781,66949,280979,861,72772.0,288595.0,1004.0,83613.0,294248.0,1142.0
46,099,58742,192876,717,61968,193134,750,72748.0,199685.0,776.0,74253.0,203971.0,838.0
46,103,59006,111729,722,58085,113775,742,64057.0,111806.0,874.0,65801.0,114461.0,908.0
47,001,50616,76482,591,49044,76978,629,60364.0,77576.0,714.0,67746.0,78913.0,767.0
47,009,58809,131349,688,59276,133088,704,62102.0,137605.0,734.0,69756.0,139958.0,743.0
47,011,50560,106727,594,52468,108110,601,56139.0,110162.0,648.0,63659.0,110616.0,734.0
47,037,60856,692587,967,63938,694144,1042,65348.0,703953.0,1180.0,72473.0,708144.0,1310.0
47,059,47383,69087,516,44722,69069,513,56488.0,70621.0,516.0,48918.0,71405.0,483.0
47,065,57280,364286,719,57502,367804,750,66096.0,369135.0,873.0,76219.0,374682.0,1015.0
47,093,55632,465289,715,60283,470313,763,64894.0,486677.0,876.0,69999.0,494574.0,941.0
47,113,45360,97605,540,49820,97984,634,53720.0,98775.0,719.0,55666.0,99245.0,776.0
47,119,53794,94340,681,66781,96387,729,68840.0,104760.0,863.0,68157.0,108159.0,977.0
47,125,56019,205950,766,56948,208993,732,63331.0,227900.0,934.0,67264.0,235201.0,1028.0
47,141,45199,78843,598,49282,80245,615,52278.0,81188.0,639.0,54373.0,82382.0,731.0
47,147,69079,71012,662,66939,71813,756,65139.0,74098.0,760.0,79171.0,75470.0,897.0
47,149,63739,324890,939,69397,332285,1018,78201.0,352182.0,1090.0,76857.0,360619.0,1178.0
47,155,47411,97892,647,57741,98250,708,50239.0,99517.0,694.0,59315.0,98789.0,859.0
47,157,47500,935764,694,52614,937166,733,54841.0,924454.0,788.0,61516.0,916371.0,857.0
47,163,44652,157668,470,51860,158348,538,48063.0,159265.0,602.0,53585.0,160820.0,629.0
47,165,65948,187149,843,68743,191283,912,70092.0,200557.0,1034.0,88764.0,203858.0,1192.0
47,179,48765,128607,582,51428,129375,651,56009.0,134236.0,724.0,64899.0,136172.0,777.0
47,187,110700,231729,1389,115507,238412,1461,117927.0,255735.0,1492.0,129275.0,260815.0,1752.0
47,189,76756,140625,922,80071,144657,892,80960.0,151917.0,1090.0,87003.0,158555.0,1179.0
48,005,47519,87092,595,53320,86715,647,50045.0,86506.0,739.0,58180.0,87101.0,759.0
48,021,69067,86976,882,57938,88723,1036,80423.0,102058.0,820.0,72663.0,106188.0,905.0
48,027,54495,355642,756,54560,362924,754,58542.0,379617.0,835.0,62137.0,388386.0,894.0
48,029,54149,1986049,848,58964,2003554,890,63057.0,2028236.0,984.0,65854.0,2059530.0,1083.0
48,037,47134,94324,620,51802,93245,603,54154.0,92581.0,663.0,49771.0,92035.0,655.0
48,039,73623,370200,1014,84904,374264,1052,82460.0,379689.0,1062.0,86083.0,388181.0,1103.0
48,041,50110,226758,800,55121,229211,808,49362.0,237032.0,887.0,60393.0,242014.0,917.0
48,061,38378,423908,549,41123,423163,617,48115.0,423029.0,651.0,50649.0,425208.0,713.0
48,085,96051,1005146,1238,96134,1034730,1303,101494.0,1109462.0,1403.0,113305.0,1158696.0,1578.0
48,091,76203,148373,1042,89315,156209,1010,93829.0,174986.0,1173.0,91171.0,184642.0,1388.0
48,099,46131,74808,619,53504,75951,662,62737.0,84232.0,851.0,65846.0,85057.0,862.0
48,113,59839,2637772,968,61796,2635516,1027,63494.0,2586050.0,1125.0,70852.0,2600840.0,1265.0
48,121,88117,859064,1093,90523,887207,1145,97671.0,941647.0,1206.0,102428.0,977281.0,1412.0
48,135,64165,162124,886,67205,166223,984,57473.0,161091.0,931.0,68071.0,160869.0,949.0
48,139,77794,179436,900,78797,184826,981,89799.0,202678.0,994.0,89856.0,212182.0,1203.0
48,141,43958,840758,679,48903,839238,720,51044.0,867947.0,774.0,53424.0,868763.0,830.0
48,157,91931,787858,1249,101293,811688,1357,96468.0,858527.0,1343.0,105205.0,889146.0,1479.0
48,167,73840,337890,958,74977,342139,987,78336.0,355062.0,1033.0,75565.0,357117.0,1143.0
48,181,51158,133991,735,57476,136212,743,62919.0,139336.0,841.0,66106.0,143131.0,1040.0
48,183,51361,123707,674,53793,123945,708,59869.0,124201.0,752.0,61496.0,125443.0,872.0
48,187,74459,163694,907,79768,166847,986,80464.0,177036.0,1018.0,87030.0,182760.0,1447.0
48,201,60232,4698619,915,61618,4713325,961,63498.0,4728030.0,1012.0,68706.0,4780913.0,1117.0
48,203,50561,66726,538,58817,66553,654,59405.0,69150.0,706.0,69212.0,69955.0,734.0
48,209,65943,222631,1022,72058,230191,1035,76842.0,255397.0,1196.0,88617.0,269225.0,1181.0
48,213,42020,82299,556,51521,82737,631,49830.0,83667.0,642.0,65283.0,84511.0,878.0
48,215,39165,865939,557,41800,868707,604,44818.0,880356.0,672.0,49142.0,888367.0,705.0
48,231,55248,96493,736,58063,98594,739,56761.0,103394.0,833.0,69253.0,108282.0,1023.0
48,245,47177,255001,700,55797,251565,737,56904.0,253704.0,780.0,54797.0,250830.0,823.0
48,251,62390,171361,821,66319,175817,890,77933.0,187280.0,962.0,76320.0,195506.0,1042.0
48,257,66668,128622,747,75775,136154,905,72175.0,157768.0,1113.0,94868.0,172366.0,1307.0
48,291,51955,86323,643,50049,88219,601,55697.0,97621.0,673.0,61525.0,101992.0,733.0
48,303,50505,307412,733,55003,310569,777,57798.0,314451.0,825.0,59161.0,317561.0,879.0
48,309,48713,254607,696,50845,256623,726,60437.0,263115.0,848.0,64320.0,266836.0,931.0
48,329,81210,172578,1129,82558,176832,1222,82248.0,167969.0,904.0,76332.0,171999.0,1128.0
48,339,76929,590925,1053,88695,607391,1073,86903.0,648886.0,1132.0,94972.0,678490.0,1217.0
48,347,46459,65711,600,47572,65204,521,,,,,,
48,355,54560,362265,829,56789,362294,870,59983.0,353079.0,926.0,60361.0,351674.0,961.0
48,361,56420,83572,698,69052,83396,711,71022.0,84742.0,842.0,64601.0,84934.0,781.0
48,367,72004,138371,852,83262,142878,844,85641.0,156764.0,985.0,96017.0,165834.0,1235.0
48,375,40797,119648,663,37297,117415,662,44721.0,116547.0,689.0,50661.0,115645.0,798.0
48,381,70108,136271,773,70651,137713,806,70322.0,143854.0,832.0,76744.0,146140.0,848.0
48,397,100595,100657,1574,103378,104915,1211,121568.0,116381.0,1125.0,123767.0,123208.0,1763.0
48,409,55018,66893,790,57899,66730,889,59276.0,69699.0,937.0,64741.0,69954.0,986.0
48,423,58226,230221,785,59584,232751,823,63115.0,237186.0,839.0,68192.0,241922.0,926.0
48,439,66063,2084931,942,70139,2102515,978,71346.0,2126477.0,1105.0,76210.0,2154595.0,1211.0
48,441,47508,137640,732,55351,138034,714,53315.0,143326.0,786.0,62107.0,145163.0,903.0
48,451,52283,118189,731,55988,119200,801,61649.0,119411.0,795.0,59853.0,118892.0,926.0
48,453,76392,1248743,1162,80726,1273954,1199,84531.0,1305154.0,1321.0,95259.0,1326436.0,1468.0
48,469,50210,92035,730,57358,92084,789,54596.0,90964.0,820.0,71192.0,91065.0,951.0
48,471,40100,72480,776,47170,72971,765,41470.0,77977.0,741.0,51528.0,78870.0,733.0
48,479,46862,275910,668,56084,276652,669,51867.0,267945.0,696.0,59603.0,267780.0,787.0
48,485,47373,132064,622,51749,132230,620,53465.0,130069.0,715.0,56944.0,129978.0,735.0
48,491,87454,566719,1215,92179,590551,1213,96073.0,643026.0,1316.0,101323.0,671418.0,1585.0
48,497,69040,68305,766,71421,69984,719,81400.0,71714.0,893.0,80305.0,74895.0,1012.0
49,005,59248,127068,663,62507,128289,699,69154.0,137417.0,832.0,76457.0,140173.0,1047.0
49,011,84358,351713,1021,87427,355481,1097,93182.0,367285.0,1129.0,103563.0,369948.0,1423.0
49,035,73801,1152633,1029,80119,1160437,1090,80712.0,1186421.0,1208.0,91924.0,1186257.0,1348.0
49,045,72906,69907,757,80973,72259,797,93908.0,76640.0,931.0,91386.0,79934.0,1006.0
49,049,75349,622213,936,79545,636235,1020,86781.0,684986.0,1143.0,95338.0,702434.0,1241.0
49,053,56333,171700,886,63595,177556,879,61186.0,191226.0,1094.0,74543.0,197680.0,1390.0
49,057,68669,256359,813,72206,260213,860,72087.0,267066.0,952.0,83949.0,269561.0,1084.0
50,007,75852,164572,1112,76806,163774,1149,85213.0,168865.0,1348.0,87614.0,169301.0,1377.0
51,003,78584,108718,1171,86399,109330,1173,92568.0,113535.0,1341.0,93691.0,114534.0,1380.0
51,013,122394,237521,1865,119755,236842,1913,125651.0,232965.0,1896.0,132380.0,234000.0,2042.0
51,015,59820,75457,717,62668,75558,769,68584.0,77563.0,726.0,80182.0,78064.0,823.0
51,019,64084,78747,738,69125,78997,691,66415.0,80131.0,637.0,71751.0,80848.0,726.0
51,041,80655,348556,1090,81297,352802,1100,85796.0,370688.0,1141.0,100702.0,378408.0,1334.0
51,059,122227,1150795,1749,128374,1147532,1801,134115.0,1139720.0,1873.0,145164.0,1138331.0,1946.0
51,061,92145,70675,1162,104809,71222,1086,108497.0,73815.0,1103.0,130261.0,74664.0,1173.0
51,069,80953,88355,896,86229,89313,909,86044.0,93717.0,1160.0,98870.0,95051.0,1361.0
51,085,91309,107239,1039,89812,107766,1060,94381.0,111603.0,1065.0,103076.0,112938.0,1142.0
51,087,68069,329261,991,68024,330818,1049,78868.0,333554.0,1158.0,81985.0,333962.0,1247.0
51,095,83190,76397,1143,91674,76523,1132,88604.0,79882.0,1244.0,99432.0,81199.0,1422.0
51,107,139915,406850,1695,151800,413538,1749,153506.0,427592.0,1978.0,167531.0,432085.0,2014.0
51,121,51932,98985,884,60045,98535,845,55210.0,98473.0,929.0,71290.0,98915.0,1008.0
51,153,107925,468011,1487,106861,470335,1547,118117.0,484472.0,1618.0,120398.0,486943.0,1733.0
51,161,68595,94073,837,71715,94186,850,72231.0,96589.0,940.0,75258.0,96914.0,947.0
51,165,61199,81244,750,69423,81948,842,73163.0,84394.0,786.0,72618.0,85397.0,846.0
51,177,88431,134238,1295,91073,136215,1275,101289.0,143676.0,1349.0,95870.0,146688.0,1478.0
51,179,110307,149960,1349,110446,152882,1234,117251.0,160877.0,1575.0,138378.0,163380.0,1549.0
51,199,83593,67846,1288,91241,68280,1365,97758.0,70915.0,1566.0,116524.0,71341.0,1363.0
51,510,101215,160530,1666,103284,159428,1687,101162.0,154706.0,1742.0,111955.0,155525.0,1864.0
51,550,80265,242634,1050,77847,244835,1071,88815.0,251269.0,1110.0,87749.0,252488.0,1219.0
51,650,55466,134313,929,56930,134510,934,57647.0,137746.0,1013.0,64924.0,138037.0,1092.0
51,680,42389,82126,664,54850,82168,733,56110.0,79009.0,793.0,49076.0,79287.0,742.0
51,700,50180,178626,850,53029,179225,917,58937.0,184587.0,931.0,64102.0,184306.0,1013.0
51,710,49587,244076,864,53093,242742,853,58591.0,235089.0,938.0,61090.0,232995.0,1035.0
51,740,47919,94632,855,51195,94398,861,54429.0,97840.0,918.0,54611.0,97029.0,1047.0
51,760,48987,228783,861,51285,230436,909,51770.0,226604.0,976.0,58988.0,229395.0,1050.0
51,770,42711,99920,670,45838,99143,681,47202.0,98865.0,696.0,49570.0,97847.0,773.0
51,800,71829,91185,869,80481,92108,1027,79556.0,96194.0,1044.0,83144.0,98537.0,1209.0
51,810,77059,450189,1153,79054,449974,1195,81634.0,457672.0,1260.0,83245.0,455618.0,1401.0
53,005,68115,201877,843,72084,204390,903,77059.0,210025.0,934.0,85529.0,212791.0,980.0
53,007,57132,77036,874,59161,77200,907,65847.0,79646.0,989.0,86282.0,79926.0,1211.0
53,009,59001,76737,843,57126,77331,807,62695.0,78209.0,807.0,66139.0,77805.0,963.0
53,011,74060,481857,1212,80555,488241,1262,83837.0,511404.0,1344.0,91248.0,516779.0,1471.0
53,015,59225,108987,707,55497,110593,808,71194.0,111524.0,851.0,72055.0,111956.0,976.0
53,021,60012,94347,742,61951,95222,901,81940.0,98268.0,881.0,79224.0,98678.0,1059.0
53,025,53057,97331,645,56997,97733,705,62227.0,100297.0,836.0,63819.0,101311.0,970.0
53,027,48255,73901,606,61026,75061,695,54631.0,76841.0,699.0,62523.0,77038.0,797.0
53,029,64793,84460,1103,72066,85141,1312,76505.0,87432.0,1298.0,81783.0,86625.0,1465.0
53,033,95009,2233163,1552,102594,2252782,1622,110586.0,2252305.0,1691.0,116255.0,2266789.0,1788.0
53,035,76945,269805,1151,79624,271473,1308,87314.0,274314.0,1362.0,94775.0,277673.0,1549.0
53,041,61058,79604,758,58911,80707,719,65047.0,84398.0,783.0,69067.0,85370.0,857.0
53,045,58094,65507,871,63983,66768,771,77070.0,67615.0,847.0,80139.0,68166.0,1001.0
53,053,75407,891299,1152,79243,904980,1218,85866.0,925708.0,1390.0,93420.0,927380.0,1561.0
53,057,73206,128206,993,67175,129205,957,72648.0,130696.0,1066.0,79001.0,131179.0,1274.0
53,061,87440,814901,1383,89260,822083,1379,100042.0,833540.0,1547.0,101532.0,840079.0,1713.0
53,063,59783,514631,793,59974,522798,831,65722.0,546040.0,940.0,69070.0,549690.0,1055.0
53,067,72703,286419,1114,78512,290536,1146,81659.0,297977.0,1334.0,88853.0,298758.0,1437.0
53,073,62268,225685,1015,69372,229247,1021,72055.0,228831.0,1215.0,79220.0,230677.0,1358.0
53,077,51555,251446,660,56233,250873,695,61012.0,256035.0,770.0,63865.0,257001.0,880.0
54,003,59328,117123,718,62370,119171,794,71733.0,126069.0,879.0,69558.0,129490.0,950.0
54,011,38162,93224,619,40788,91945,565,47020.0,93418.0,625.0,52237.0,92730.0,666.0
54,033,46569,67554,588,54314,67256,611,51533.0,65158.0,617.0,58092.0,64915.0,669.0
54,039,41141,180454,582,47759,178124,545,56122.0,177952.0,657.0,55215.0,175515.0,619.0
54,061,50834,106420,716,55940,105612,680,56347.0,106387.0,734.0,55708.0,106869.0,763.0
54,081,39122,74254,540,46540,73361,563,38687.0,73771.0,551.0,51705.0,72882.0,545.0
54,107,43563,84203,575,47944,83518,555,54153.0,83624.0,569.0,58787.0,83340.0,612.0
55,009,61651,263378,709,64458,264542,697,66191.0,269591.0,744.0,71127.0,270036.0,771.0
55,025,71582,542364,968,77504,546695,1017,77221.0,563951.0,1090.0,84831.0,568203.0,1162.0
55,027,63077,87847,672,61300,87839,705,65773.0,89313.0,694.0,67762.0,88282.0,779.0
55,035,60475,104534,705,65662,104646,712,62445.0,106452.0,738.0,70411.0,106837.0,831.0
55,039,57415,103066,635,65329,103403,647,69068.0,104362.0,693.0,69948.0,103836.0,731.0
55,055,65651,85129,699,71708,84769,736,68319.0,84943.0,767.0,78628.0,85784.0,838.0
55,059,65330,169290,769,65997,169561,850,70971.0,168732.0,916.0,74534.0,167817.0,902.0
55,063,60905,118230,740,58921,118016,737,60382.0,120433.0,825.0,69492.0,120294.0,794.0
55,071,54393,79074,520,60785,78981,598,57918.0,81505.0,583.0,61673.0,81172.0,633.0
55,073,62890,135428,641,65851,135692,648,74494.0,137648.0,685.0,69740.0,137958.0,775.0
55,079,49636,948201,743,53418,945726,769,56347.0,928059.0,821.0,58214.0,918661.0,858.0
55,087,64759,187365,674,66234,187885,714,73057.0,191545.0,727.0,78234.0,192127.0,828.0
55,089,81104,89147,848,88154,89221,788,85402.0,92497.0,850.0,88781.0,93009.0,961.0
55,097,57452,70942,679,56358,70772,694,65928.0,70468.0,716.0,70061.0,70718.0,703.0
55,101,59759,196584,713,60779,196311,715,68758.0,196896.0,762.0,71788.0,195846.0,839.0
55,105,57037,163129,686,61243,163354,728,66090.0,164381.0,748.0,66451.0,164060.0,828.0
55,109,81453,89694,805,85594,90687,851,93547.0,95044.0,1022.0,96130.0,96017.0,857.0
55,117,60896,115456,611,60706,115340,644,62188.0,117747.0,661.0,62978.0,117841.0,744.0
55,127,63800,103718,732,63549,103868,764,69996.0,106799.0,836.0,72713.0,105380.0,877.0
55,131,73435,135693,745,80513,136034,777,83384.0,137175.0,795.0,88807.0,137688.0,868.0
55,133,86968,403072,931,90548,404198,944,94171.0,408756.0,1017.0,98849.0,410434.0,1087.0
55,139,56589,171020,636,58347,171907,666,64095.0,171623.0,695.0,69405.0,170718.0,756.0
55,141,55273,73055,623,56278,72999,579,52627.0,74070.0,625.0,63643.0,73993.0,719.0
56,021,64306,98976,772,70567,99500,752,61381.0,100863.0,805.0,71621.0,100723.0,949.0
56,025,64833,79115,754,65034,79858,685,63605.0,79555.0,841.0,69627.0,79601.0,824.0
